payment_id,student_id,course_id,amount,payment_date,method
641,49129,105,473,2021-06-27,UPI
642,40996,86,150,2023-01-03,Bank Transfer
643,40613,136,216,2023-07-09,INVALID
644,5536,137,4700,2020-01-10,INVALID
645,43205,31,1750,2023-09-28,Bank Transfer
646,29584,103,81,2023-03-20,INVALID
647,18986,51,1560,2021-08-04,PayPal
648,16250,188,201,2022-09-23,INVALID
649,10290,133,4140,2023-12-05,Credit Card
650,6842,4,210,2020-10-01,PayPal
651,51032,104,324,2020-04-11,Bank Transfer
652,47616,177,309,2024-04-03,Bank Transfer
653,48736,53,372,2021-04-11,UPI
654,22519,156,51,2020-04-07,Bank Transfer
655,21221,68,467,2021-02-21,INVALID
656,12790,189,167,2023-01-29,Credit Card
657,46587,88,156,2023-08-03,UPI
658,5201,113,275,2021-11-26,UPI
659,38393,165,177,2024-06-08,Bank Transfer
660,54921,93,486,2023-06-22,Bank Transfer
661,32678,146,185,2022-10-11,PayPal
662,52582,168,1540,2023-08-12,UPI
663,2092,29,458,2024-05-22,UPI
664,46645,195,287,2021-10-17,INVALID
665,46037,185,57,2023-05-26,Credit Card
666,30931,28,128,2020-09-02,INVALID
667,20841,174,198,2024-12-22,Bank Transfer
668,47048,74,150,2022-06-25,PayPal
669,15487,200,420,2023-08-31,INVALID
670,52825,17,77,2020-05-15,Credit Card
671,50594,33,469,2022-07-15,Bank Transfer
672,13569,22,373,2023-04-20,UPI
673,46398,189,477,2020-05-26,UPI
674,8948,33,231,2024-06-03,UPI
675,46633,95,100,2022-06-07,PayPal
676,10543,107,492,2022-12-14,UPI
677,32981,17,95,2024-08-19,PayPal
678,20439,44,204,2024-11-17,Bank Transfer
679,16343,155,150,2021-01-16,Credit Card
680,18246,67,291,2023-09-14,PayPal
681,2538,43,880,2021-01-16,Credit Card
682,29144,182,328,2024-11-04,Bank Transfer
683,20491,33,84,2022-03-31,Bank Transfer
684,48851,112,60,2023-05-08,UPI
685,1189,43,422,2021-01-07,Bank Transfer
686,18170,198,191,2020-08-16,UPI
687,26662,194,167,2023-06-23,Credit Card
688,38740,137,287,2020-06-09,Bank Transfer
689,45893,165,460,2024-08-18,Credit Card
690,49266,159,280,2024-12-21,Bank Transfer
691,25534,80,800,2023-09-24,Credit Card
692,33643,187,415,2024-03-18,UPI
693,25244,61,72,2024-10-31,UPI
694,50383,121,184,2020-12-09,Bank Transfer
695,39584,192,474,2024-08-14,Credit Card
696,43550,78,283,2022-01-08,UPI
697,45079,12,119,2024-07-25,Credit Card
698,9784,76,350,2024-12-02,UPI
699,47189,145,369,2021-10-06,Credit Card
700,32532,86,53,2024-07-28,PayPal
701,30090,50,240,2022-11-10,Credit Card
702,18844,111,292,2021-12-09,PayPal
703,10085,115,398,2024-04-05,Bank Transfer
704,5175,72,440,2024-08-18,PayPal
705,53262,169,141,2020-06-02,PayPal
706,13814,68,92,2024-05-24,Bank Transfer
707,15413,124,315,2020-08-29,UPI
708,1693,166,414,2023-08-29,PayPal
709,32537,104,367,2024-04-12,UPI
710,12384,174,206,2022-03-22,Bank Transfer
711,30224,103,140,2024-02-12,PayPal
712,27769,45,189,2021-02-27,PayPal
713,54834,113,71,2023-08-20,UPI
714,830,108,120,2023-04-04,UPI
715,6313,147,80,2024-03-19,Credit Card
716,49551,22,75,2023-07-29,Bank Transfer
717,51406,139,231,2020-11-26,UPI
718,34328,19,423,2021-10-13,Credit Card
719,31956,97,330,2021-08-14,Credit Card
720,51054,136,336,2024-04-03,PayPal
721,49147,155,4450,2021-04-14,Bank Transfer
722,42183,150,67,2023-11-15,Credit Card
723,31178,161,278,2023-06-08,Credit Card
724,33540,125,53,2024-09-29,PayPal
725,10988,93,251,2024-03-22,Credit Card
726,18227,77,180,2022-07-30,Credit Card
727,15990,102,147,2024-12-08,Credit Card
728,15837,159,448,2020-12-10,Bank Transfer
729,26191,183,361,2021-01-24,Bank Transfer
730,21416,55,399,2024-02-15,Credit Card
731,18582,114,376,2022-07-06,Credit Card
732,10751,30,252,2022-08-29,Credit Card
733,16288,27,204,2022-06-14,UPI
734,40390,84,386,2024-02-29,PayPal
735,13250,36,202,2024-02-26,PayPal
736,28902,154,292,2023-08-06,PayPal
737,24328,122,275,2020-11-01,UPI
738,55270,72,454,2024-11-20,Bank Transfer
739,36987,52,309,2021-04-12,Bank Transfer
740,36624,130,3900,2024-03-10,UPI
741,39752,3,472,2021-03-15,Bank Transfer
742,38916,149,113,2024-03-24,Bank Transfer
743,45902,73,403,2020-10-24,PayPal
744,16825,165,161,2023-04-11,PayPal
745,33171,4,403,2024-03-13,PayPal
746,41484,109,369,2020-07-06,INVALID
747,37015,69,116,2023-09-30,PayPal
748,38405,11,3520,2020-07-25,Bank Transfer
749,28261,169,495,2020-03-07,Credit Card
750,36658,76,960,2023-11-22,Bank Transfer
751,2424,46,271,2020-08-10,PayPal
752,19397,166,353,2020-03-19,UPI
753,31781,198,357,2020-07-20,INVALID
754,33188,81,441,2023-08-08,PayPal
755,34401,191,402,2020-08-25,Bank Transfer
756,30791,36,426,2021-09-27,PayPal
757,12826,42,120,2024-04-27,Bank Transfer
758,12326,60,442,2020-06-17,PayPal
759,9047,162,411,2024-04-08,UPI
760,30588,198,396,2021-11-11,PayPal
761,15275,47,76,2023-12-22,PayPal
762,7526,76,261,2020-06-06,INVALID
763,39106,163,4410,2022-02-03,Credit Card
764,27985,27,305,2023-09-13,Credit Card
765,26672,132,358,2024-03-16,PayPal
766,43865,108,1050,2020-12-08,Credit Card
767,522,107,229,2023-09-29,Credit Card
768,10253,52,485,2023-04-15,Credit Card
769,36060,150,478,2024-12-29,UPI
770,17449,4,219,2024-10-22,Credit Card
771,7948,71,94,2020-01-23,Credit Card
772,46945,171,138,2021-10-22,Credit Card
773,51841,16,158,2022-03-09,Credit Card
774,53513,112,453,2023-05-20,Credit Card
775,11398,41,200,2023-08-18,Credit Card
776,12813,45,286,2024-06-11,Credit Card
777,11795,75,1380,2021-11-17,UPI
778,52259,90,475,2023-06-06,Bank Transfer
779,50804,88,200,2020-08-23,Bank Transfer
780,51956,153,348,2023-10-10,INVALID
781,4875,190,81,2021-06-06,INVALID
782,8628,142,126,2022-04-29,Credit Card
783,37656,187,250,2023-07-10,Bank Transfer
784,42321,152,137,2024-04-19,UPI
785,33430,129,1600,2021-12-16,UPI
786,18345,107,94,2024-09-13,PayPal
787,32922,115,147,2022-09-08,UPI
788,36234,149,131,2024-08-08,UPI
789,21183,5,486,2021-06-04,PayPal
790,44732,54,457,2023-11-27,UPI
791,5947,103,310,2022-03-28,Bank Transfer
792,38438,31,355,2021-04-04,INVALID
793,2327,179,1390,2021-05-07,Credit Card
794,48782,145,418,2021-07-23,PayPal
795,43060,49,399,2023-10-29,Bank Transfer
796,38341,24,138,2023-07-13,Credit Card
797,27759,185,118,2021-05-30,Bank Transfer
798,54973,48,129,2022-07-15,PayPal
799,12741,98,224,2023-03-31,Bank Transfer
800,14839,53,99,2022-11-06,UPI
801,9829,170,165,2023-09-15,UPI
802,15623,188,276,2024-06-13,Credit Card
803,23337,66,466,2020-06-09,Bank Transfer
804,51444,92,416,2023-03-03,Credit Card
805,14822,42,209,2020-12-27,Bank Transfer
806,46409,62,2660,2020-08-21,UPI
807,41927,9,253,2023-09-20,Credit Card
808,20387,19,56,2020-08-12,Credit Card
809,29408,110,484,2024-02-23,Bank Transfer
810,49043,103,486,2024-06-12,PayPal
811,46970,43,158,2024-05-12,Bank Transfer
812,55036,112,198,2020-07-24,PayPal
813,28197,169,2680,2022-02-09,Bank Transfer
814,44465,15,194,2020-10-13,Bank Transfer
815,55175,196,365,2022-01-25,Bank Transfer
816,2930,114,259,2020-11-19,PayPal
817,49309,141,203,2022-05-11,PayPal
818,21021,113,221,2020-10-12,Bank Transfer
819,52785,118,267,2024-11-12,Bank Transfer
820,5157,78,4340,2022-07-06,Credit Card
821,26538,105,82,2021-06-24,INVALID
822,7529,56,92,2022-05-10,PayPal
823,17328,174,104,2023-11-26,UPI
824,44481,200,492,2021-04-11,Bank Transfer
825,8034,3,424,2021-06-28,Credit Card
826,30944,145,246,2020-11-06,UPI
827,46846,23,401,2022-05-29,Credit Card
828,24885,86,56,2020-06-09,Credit Card
829,25493,49,325,2024-07-31,UPI
830,14149,8,273,2023-09-12,Bank Transfer
831,35512,177,342,2022-10-08,UPI
832,25625,105,262,2023-02-04,UPI
833,54207,183,381,2022-05-16,Bank Transfer
834,44313,53,462,2021-09-10,Bank Transfer
835,48582,101,237,2023-05-08,UPI
836,21750,55,2830,2024-12-23,PayPal
837,44256,6,452,2021-05-10,Bank Transfer
838,27904,43,223,2024-01-09,Credit Card
839,12884,155,284,2020-10-20,Bank Transfer
840,25445,75,365,2024-08-15,PayPal
841,428,134,4210,2022-11-25,Credit Card
842,52361,70,98,2024-09-15,Credit Card
843,50333,73,222,2020-12-12,Credit Card
844,41891,70,250,2020-01-07,Bank Transfer
845,39779,57,178,2020-03-23,INVALID
846,22183,12,1030,2022-04-11,INVALID
847,31514,9,214,2020-05-14,Bank Transfer
848,34775,129,145,2023-03-29,Bank Transfer
849,9153,44,422,2021-10-24,Bank Transfer
850,4973,25,354,2021-12-31,Credit Card
851,33162,192,89,2020-04-15,PayPal
852,28695,153,3070,2024-06-23,UPI
853,47132,84,349,2020-10-13,UPI
854,3799,145,453,2024-02-14,Bank Transfer
855,2354,148,50,2020-02-02,PayPal
856,15643,85,266,2020-02-13,INVALID
857,43511,28,371,2023-10-26,UPI
858,27225,128,198,2023-08-11,Credit Card
859,24719,45,325,2022-12-17,PayPal
860,23317,87,62,2024-03-01,UPI
861,1926,105,408,2022-03-20,UPI
862,48784,89,372,2022-03-10,Credit Card
863,14218,152,287,2020-08-29,UPI
864,55359,10,62,2020-08-25,PayPal
865,36728,119,118,2022-04-08,UPI
866,32657,91,218,2020-12-12,UPI
867,29628,76,419,2022-06-14,UPI
868,52724,32,209,2020-10-22,Credit Card
869,11088,172,175,2024-06-06,Credit Card
870,35219,5,2540,2024-07-25,Credit Card
871,54291,37,396,2020-07-29,INVALID
872,47924,139,122,2024-04-20,Bank Transfer
873,54558,17,423,2023-11-21,INVALID
874,25845,122,152,2021-05-08,Credit Card
875,50293,21,294,2022-10-18,INVALID
876,21555,152,374,2021-06-12,Credit Card
877,42333,190,1650,2023-02-13,INVALID
878,27434,183,2100,2024-06-04,PayPal
879,32181,135,123,2023-07-18,Bank Transfer
880,33104,56,408,2021-01-05,UPI
881,37221,10,1960,2021-12-22,Credit Card
882,51381,113,121,2021-07-15,UPI
883,46419,32,437,2020-05-08,PayPal
884,49762,166,850,2021-08-23,UPI
885,12752,120,72,2021-07-26,PayPal
886,18537,33,195,2022-10-07,Credit Card
887,42738,59,395,2022-09-16,Credit Card
888,31028,171,450,2020-08-09,Credit Card
889,50000,112,145,2022-01-25,Bank Transfer
890,19554,41,295,2024-12-27,UPI
891,4320,35,219,2020-09-27,PayPal
892,12392,121,258,2021-07-22,Credit Card
893,13491,102,395,2023-03-21,UPI
894,22829,168,187,2020-06-22,INVALID
895,7729,112,299,2024-04-06,Credit Card
896,19946,190,123,2020-10-19,INVALID
897,31590,182,269,2021-06-22,UPI
898,48552,63,394,2022-02-19,Credit Card
899,25089,60,394,2020-12-11,UPI
900,51091,39,2600,2022-02-18,Bank Transfer
901,12200,164,498,2022-09-03,PayPal
902,19022,87,149,2020-08-30,Bank Transfer
903,2566,49,251,2023-06-22,Credit Card
904,49342,33,97,2023-11-03,Bank Transfer
905,8791,98,113,2023-07-16,PayPal
906,32670,35,279,2023-07-14,UPI
907,39859,129,194,2022-02-04,UPI
908,49025,12,95,2024-11-20,Credit Card
909,15392,192,383,2020-12-25,INVALID
910,51091,126,259,2024-08-17,PayPal
911,4506,157,427,2022-05-06,Bank Transfer
912,189,112,2130,2023-07-08,UPI
913,25926,195,104,2024-07-12,PayPal
914,36622,143,4480,2021-02-11,PayPal
915,49384,103,451,2023-01-09,Credit Card
916,47685,72,419,2021-05-24,Credit Card
917,52504,64,485,2020-03-11,UPI
918,31699,100,343,2022-07-06,UPI
919,1819,94,1790,2024-12-25,Credit Card
920,26151,22,188,2024-09-22,UPI
921,43886,20,2980,2022-10-20,INVALID
922,36811,58,313,2020-10-23,INVALID
923,49631,108,392,2021-07-07,Credit Card
924,54949,160,153,2024-09-28,PayPal
925,3388,39,332,2020-08-15,PayPal
926,5592,183,173,2020-03-21,PayPal
927,31998,97,424,2024-11-12,UPI
928,17155,174,111,2022-01-11,Bank Transfer
929,44317,104,294,2022-04-30,PayPal
930,38244,43,222,2020-12-03,UPI
931,22779,165,70,2024-05-25,UPI
932,42116,193,491,2022-01-28,Credit Card
933,12738,88,4910,2022-03-15,PayPal
934,17960,1,175,2024-08-11,INVALID
935,3045,155,499,2022-01-16,UPI
936,30978,90,470,2021-04-01,Credit Card
937,50063,61,387,2020-06-15,Credit Card
938,27318,7,345,2023-09-27,Credit Card
939,36805,145,3290,2021-02-23,Bank Transfer
940,40199,7,2600,2021-08-05,UPI
941,33103,47,3440,2020-06-02,Credit Card
942,47810,88,137,2020-07-09,PayPal
943,30515,195,404,2022-04-04,INVALID
944,19541,148,246,2024-05-11,Bank Transfer
945,31174,76,109,2023-04-04,PayPal
946,816,28,416,2021-08-25,PayPal
947,26287,43,178,2021-09-18,UPI
948,49231,53,53,2024-10-04,PayPal
949,35347,74,220,2022-03-31,UPI
950,54622,173,72,2021-01-20,UPI
951,15575,32,239,2020-08-25,Bank Transfer
952,7007,174,313,2024-06-20,PayPal
953,11426,184,3210,2023-04-01,Bank Transfer
954,42651,165,97,2021-10-21,UPI
955,30152,164,143,2021-02-22,PayPal
956,5561,150,192,2021-08-26,PayPal
957,37216,133,136,2024-04-17,UPI
958,39580,85,256,2021-10-10,Credit Card
959,53250,194,448,2020-08-31,Credit Card
960,22261,94,304,2020-03-17,Credit Card
961,46453,171,3660,2021-02-26,INVALID
962,26812,43,342,2024-05-04,UPI
963,28646,162,111,2024-04-26,Bank Transfer
964,54424,141,473,2021-06-19,PayPal
965,27214,117,145,2021-11-24,PayPal
966,51430,20,214,2023-09-28,Bank Transfer
967,25992,90,347,2021-07-25,Credit Card
968,9078,48,156,2023-10-15,PayPal
969,21139,117,4050,2020-12-27,Bank Transfer
970,1063,77,240,2021-06-03,Credit Card
971,22326,103,64,2024-11-10,Bank Transfer
972,30313,48,152,2022-11-04,Credit Card
973,41602,82,272,2024-12-25,PayPal
974,1057,112,219,2020-12-02,Credit Card
975,26409,110,131,2024-12-07,UPI
976,3994,88,4840,2023-03-20,PayPal
977,6795,177,3700,2022-01-16,Credit Card
978,47947,85,166,2022-07-04,PayPal
979,43695,3,134,2022-07-21,UPI
980,16655,90,2240,2020-03-21,Bank Transfer
981,11367,124,354,2023-03-28,UPI
982,14648,124,371,2023-05-15,UPI
983,9893,154,59,2022-06-10,UPI
984,34952,99,422,2022-02-08,Bank Transfer
985,17848,155,415,2021-11-17,PayPal
986,35044,35,384,2021-08-19,PayPal
987,11343,50,345,2024-01-25,INVALID
988,8989,61,91,2020-01-03,UPI
989,37828,108,53,2022-03-11,INVALID
990,16291,17,180,2024-04-19,PayPal
991,24676,197,484,2023-01-15,Bank Transfer
992,25449,159,489,2022-07-29,PayPal
993,22981,150,241,2020-09-21,INVALID
994,53857,190,118,2022-12-25,UPI
995,16932,172,327,2020-08-24,Credit Card
996,21771,81,414,2021-10-16,Bank Transfer
997,47178,193,240,2022-03-05,Credit Card
998,31652,185,208,2024-02-13,Bank Transfer
999,51794,108,65,2022-12-30,Credit Card
1000,33329,66,2220,2021-03-15,PayPal
1001,34520,179,990,2023-07-13,Credit Card
1002,34411,67,284,2021-08-28,UPI
1003,9912,101,284,2021-03-17,PayPal
1004,11517,175,105,2022-12-24,PayPal
1005,14421,189,86,2021-12-25,PayPal
1006,25939,77,142,2020-01-03,Bank Transfer
1007,15727,193,150,2022-06-30,Bank Transfer
1008,29500,103,236,2023-09-08,UPI
1009,41083,190,481,2024-03-21,INVALID
1010,34629,142,448,2022-08-19,UPI
1011,32516,188,324,2022-11-14,INVALID
1012,21844,85,175,2023-11-02,Credit Card
1013,16559,18,270,2023-09-10,PayPal
1014,25621,146,510,2021-03-27,PayPal
1015,18615,9,358,2021-07-06,UPI
1016,4819,58,195,2020-06-15,Credit Card
1017,10817,26,493,2024-03-30,UPI
1018,12914,173,283,2022-08-19,Bank Transfer
1019,51695,170,473,2020-08-17,Credit Card
1020,15117,28,451,2021-07-13,UPI
1021,26268,3,287,2022-04-21,Credit Card
1022,16544,120,452,2021-01-20,Bank Transfer
1023,49774,182,51,2024-03-23,PayPal
1024,6051,59,470,2022-05-07,UPI
1025,931,144,750,2021-06-03,Credit Card
1026,18465,196,283,2020-10-04,Credit Card
1027,3195,134,467,2022-02-14,UPI
1028,25972,157,322,2020-11-27,UPI
1029,9895,146,211,2023-04-10,UPI
1030,7480,105,182,2024-02-11,UPI
1031,1404,94,186,2024-09-28,Bank Transfer
1032,55134,43,155,2020-06-23,INVALID
1033,6735,9,58,2021-08-02,INVALID
1034,3574,16,500,2022-12-05,PayPal
1035,15398,134,115,2024-02-17,Bank Transfer
1036,17935,59,105,2022-03-02,Bank Transfer
1037,496,112,151,2023-07-14,PayPal
1038,47987,61,147,2021-03-13,Bank Transfer
1039,40493,7,428,2021-10-10,Bank Transfer
1040,25541,98,100,2022-06-18,INVALID
1041,25984,80,441,2023-08-13,Credit Card
1042,43353,4,478,2021-06-28,Bank Transfer
1043,22997,15,149,2020-08-22,PayPal
1044,39960,39,138,2022-03-25,Credit Card
1045,48734,24,137,2020-07-07,Bank Transfer
1046,54506,180,363,2022-06-05,Credit Card
1047,9659,192,384,2022-12-05,PayPal
1048,22886,1,4050,2022-05-21,Bank Transfer
1049,8977,37,405,2024-07-08,UPI
1050,27906,64,3630,2024-08-23,Bank Transfer
1051,26899,121,104,2020-10-26,PayPal
1052,49017,158,149,2023-05-22,Credit Card
1053,36691,117,197,2021-07-01,Bank Transfer
1054,1051,187,343,2023-06-28,Credit Card
1055,15520,155,381,2023-05-07,PayPal
1056,2322,11,187,2020-11-09,PayPal
1057,41838,133,448,2024-04-10,Credit Card
1058,49668,58,272,2024-01-09,Bank Transfer
1059,20608,79,313,2021-11-30,Bank Transfer
1060,42412,130,394,2021-09-21,Bank Transfer
1061,44982,165,465,2023-10-02,UPI
1062,43548,108,259,2020-02-08,UPI
1063,24303,164,167,2024-03-20,Bank Transfer
1064,26763,44,208,2024-08-17,UPI
1065,37518,10,451,2022-08-01,PayPal
1066,1269,148,476,2020-11-18,PayPal
1067,52853,76,177,2023-03-18,Credit Card
1068,46391,119,4420,2020-02-19,Credit Card
1069,50601,78,117,2021-12-08,INVALID
1070,3692,63,3450,2023-10-11,UPI
1071,5184,84,201,2021-01-24,Bank Transfer
1072,14448,46,423,2022-08-29,INVALID
1073,53089,129,476,2023-12-20,PayPal
1074,41071,17,192,2022-04-25,UPI
1075,34447,37,85,2023-12-24,Bank Transfer
1076,50422,51,205,2022-12-26,UPI
1077,24215,36,55,2021-04-07,Credit Card
1078,53979,153,179,2024-02-18,PayPal
1079,407,75,307,2024-12-28,UPI
1080,10568,63,470,2021-10-02,UPI
1081,8403,87,469,2020-11-21,PayPal
1082,52820,177,327,2020-04-10,INVALID
1083,33832,15,52,2024-04-20,UPI
1084,12020,197,214,2024-03-26,INVALID
1085,1008,165,73,2021-05-25,PayPal
1086,45128,138,169,2020-01-01,Bank Transfer
1087,33602,19,2340,2020-08-21,Bank Transfer
1088,26672,66,210,2022-06-17,UPI
1089,34497,196,350,2024-01-30,PayPal
1090,53458,129,292,2024-01-16,Bank Transfer
1091,3484,148,225,2024-08-31,Credit Card
1092,42498,38,132,2021-04-02,Bank Transfer
1093,44480,111,167,2020-10-14,Credit Card
1094,37682,107,121,2020-10-04,PayPal
1095,15083,197,495,2020-12-12,Bank Transfer
1096,307,79,492,2024-07-05,INVALID
1097,40687,63,323,2024-06-18,PayPal
1098,36559,99,313,2020-03-04,INVALID
1099,20980,89,272,2022-07-11,Credit Card
1100,32385,150,480,2024-12-14,Bank Transfer
1101,17608,96,370,2023-05-11,UPI
1102,52747,37,288,2021-05-14,UPI
1103,15137,15,486,2022-04-20,Credit Card
1104,6035,14,418,2021-05-05,PayPal
1105,27647,25,480,2021-11-28,UPI
1106,49639,65,445,2022-02-20,Bank Transfer
1107,7919,61,2420,2022-09-13,Credit Card
1108,22608,133,413,2022-09-28,PayPal
1109,17781,193,84,2020-08-09,INVALID
1110,43159,59,423,2023-03-03,Credit Card
1111,17070,176,500,2021-11-09,Bank Transfer
1112,34413,186,432,2023-02-17,Bank Transfer
1113,21170,60,310,2024-06-30,Credit Card
1114,22356,157,236,2024-01-26,UPI
1115,20976,165,195,2020-10-22,Bank Transfer
1116,1669,95,297,2022-03-13,UPI
1117,53477,180,396,2023-07-11,PayPal
1118,28788,157,186,2022-11-18,PayPal
1119,12079,105,297,2021-06-13,PayPal
1120,15997,91,205,2023-02-26,PayPal
1121,10892,1,301,2023-08-08,PayPal
1122,34506,48,247,2022-10-03,INVALID
1123,13600,40,68,2020-12-14,UPI
1124,43966,177,390,2023-07-27,PayPal
1125,40308,36,419,2022-07-05,Bank Transfer
1126,45336,18,448,2023-08-10,UPI
1127,24846,39,62,2022-09-22,UPI
1128,33960,71,442,2023-07-01,Credit Card
1129,35905,50,281,2021-09-17,PayPal
1130,49748,60,174,2023-10-21,PayPal
1131,36388,176,166,2023-07-14,Credit Card
1132,34382,8,3520,2021-05-01,Credit Card
1133,7022,76,190,2021-11-11,Bank Transfer
1134,9691,115,205,2020-08-05,Credit Card
1135,47212,177,386,2022-12-10,INVALID
1136,9890,163,334,2022-10-06,PayPal
1137,30889,162,401,2021-12-29,Credit Card
1138,50958,107,370,2024-01-09,UPI
1139,30864,80,57,2022-03-18,UPI
1140,27583,43,206,2024-07-18,Credit Card
1141,12507,4,100,2020-06-20,Credit Card
1142,3003,128,121,2021-04-13,Bank Transfer
1143,42407,76,376,2024-09-20,INVALID
1144,15490,111,431,2021-03-11,Bank Transfer
1145,10572,27,115,2024-04-13,Bank Transfer
1146,51843,8,193,2020-08-19,PayPal
1147,37103,60,134,2020-07-08,Bank Transfer
1148,13274,106,4110,2023-02-28,UPI
1149,42315,101,456,2020-02-11,INVALID
1150,28880,184,65,2023-01-26,Bank Transfer
1151,30261,98,464,2022-11-24,Credit Card
1152,46632,83,459,2023-10-06,PayPal
1153,32257,154,241,2020-10-06,Bank Transfer
1154,26268,159,343,2021-11-06,UPI
1155,45605,32,950,2021-02-03,PayPal
1156,43826,2,275,2021-05-25,PayPal
1157,27598,113,316,2022-04-11,UPI
1158,16849,13,232,2024-10-02,PayPal
1159,41575,118,2950,2022-07-16,UPI
1160,39130,27,3190,2023-06-09,Credit Card
1161,26869,46,385,2020-12-21,PayPal
1162,4909,142,180,2022-08-12,PayPal
1163,37097,158,365,2022-04-20,UPI
1164,1335,44,141,2021-12-06,UPI
1165,2611,78,473,2022-01-08,UPI
1166,21315,72,4150,2021-09-20,Bank Transfer
1167,31567,149,83,2022-08-05,Credit Card
1168,29462,200,277,2023-12-22,UPI
